,0,1,2,3,4,5,6,7
80,11.61030388,160.3608856,1.387691736,421.7287903,184.0788116,1.808784604,477,12
81,11.49449158,154.9432373,1.389792085,423.9468689,185.2565613,1.807883501,478,12
82,11.85959244,146.7853699,1.389536858,420.3547363,180.5848236,1.80721736,479,13
83,11.70059776,158.225235,1.391107202,417.7048035,187.1998444,1.808647394,477,13
84,11.67704201,156.5763855,1.390047312,419.8247681,180.8596344,1.808745384,478,14
85,11.73789215,155.5399628,1.387043953,406.9873047,183.4899292,1.809431076,479,14
86,11.80070686,161.9783325,1.387534738,399.2337952,187.6513062,1.810116649,481,13
87,11.97933197,159.4108276,1.386180282,406.908783,188.8879547,1.810332179,482,13
88,12.28358269,151.001709,1.384668827,417.2926025,187.3176117,1.811174512,487,12
89,11.95185089,157.5656891,1.387593627,423.4168701,185.5509949,1.811252832,485,10
90,12.0460701,162.8969727,1.389144301,414.1126709,183.5880737,1.811135292,481,7
91,12.1932888,162.5986023,1.392049432,425.1835022,186.2576447,1.809587717,485,7
92,12.59176064,158.0524902,1.387986183,418.1759033,183.4899292,1.811213732,477,8
93,12.99219513,162.0803986,1.385454059,403.2185059,187.0231781,1.811174512,485,11
94,13.08052635,157.1888123,1.381881595,396.662384,182.3710785,1.811938524,489,14
95,13.04911995,159.1909943,1.378132343,386.5533752,186.6502228,1.813642859,485,17
96,12.43668938,157.0474854,1.375953555,387.1226196,186.4146729,1.813192368,489,19
97,12.37583923,159.4108276,1.376640558,380.3309326,184.5106506,1.814916253,494,19
98,12.68401718,155.3436737,1.374697328,381.8619995,184.2947235,1.813682079,490,19
99,12.6251297,157.1652679,1.374127984,373.5784912,184.1573334,1.814935803,489,18
100,12.65064812,160.0154114,1.378642678,395.0331421,183.4703064,1.815719366,492,16
101,12.130476,163.1953278,1.377720118,395.347229,187.494278,1.815249205,489,12
102,12.37191391,159.3951263,1.38037014,397.0353088,186.4735718,1.815993667,497,12
103,12.43472672,156.0503235,1.379270911,372.8129578,185.9632111,1.81703186,495,14
104,12.92545509,155.7205505,1.372322202,369.4171143,185.1780396,1.814504862,492,17
105,12.47006035,161.0518341,1.372086644,363.1947021,186.2772675,1.815033793,488,21
106,12.83908653,160.7456207,1.367257833,344.9003296,182.6066284,1.816816449,491,25
107,12.31695175,157.7698364,1.369377732,341.6419067,182.5281067,1.817188621,493,25
108,12.28554535,156.1445465,1.364215255,348.1784058,184.2947235,1.816757679,488,24
109,11.73200417,158.1388702,1.365275264,350.4553833,186.5717163,1.8171103,494,23
110,11.76341057,160.6592407,1.367257833,348.8261719,186.6306,1.81720829,499,21
111,11.95185089,156.3565369,1.369456291,370.3985901,186.3361664,1.818657875,493,16
112,12.04214478,154.3308105,1.37251842,375.8358459,184.5302734,1.817423701,498,14
113,12.53287315,154.5820618,1.37251842,378.6231995,182.9795837,1.817952633,498,11
114,12.49753952,157.6285095,1.373107314,377.9361572,186.9054108,1.818677425,495,11
115,12.35032272,160.1567383,1.373617649,381.2142334,187.0820618,1.818932176,499,11
116,11.5828228,162.9754791,1.372675419,377.6221008,182.8225403,1.818814635,497,12
117,11.73592949,153.4906921,1.373048425,375.5610352,179.838913,1.81703186,496,16
118,11.27464485,158.3744202,1.371478081,375.1880798,184.0788116,1.817188621,496,19
119,11.21772003,153.2001801,1.370025516,368.0823364,187.4746552,1.816287518,492,22
120,10.81532288,149.949585,1.370359182,355.9319153,188.6131439,1.816405058,496,24
121,11.45719528,157.9582825,1.366767049,359.7792358,185.4528503,1.817893863,498,25
122,11.42578888,149.6512299,1.365510821,346.9417725,185.6687775,1.817933083,496,27
123,11.49252892,145.8274689,1.365766048,340.1893311,182.5869904,1.81716907,494,28
124,11.51804543,155.9325562,1.365255713,337.7553406,186.3557892,1.81722784,495,28
125,12.15795708,156.9768219,1.363273144,336.7346191,188.5542603,1.818873405,493,28
126,12.34443283,149.1644287,1.3597399,335.9887085,183.2151337,1.819676518,502,28
127,12.18936348,145.7489471,1.361820579,340.3267517,185.5313721,1.822144866,506,26
128,11.76341057,156.1602478,1.359151006,342.2896729,184.7265778,1.824201822,500,23
129,11.335495,159.2380981,1.365824938,357.7966919,187.945755,1.82332027,506,15
130,11.36886406,144.7596436,1.367159724,364.2546692,182.8814392,1.827003241,504,10
131,11.27660751,153.3022461,1.367787838,370.555603,187.3176117,1.827825904,515,6
132,11.33745766,151.951767,1.368867397,377.4847107,185.7865448,1.827120662,516,6
133,10.75643539,144.8067474,1.369770408,365.8053589,183.6077118,1.829314709,524,5
134,10.75447273,156.835495,1.36768961,359.9951477,184.0788116,1.830274701,522,7
135,11.12546349,156.0581818,1.3656286,354.4008484,185.7865448,1.83327198,526,10
136,11.6142292,149.3764191,1.362272024,345.6069946,184.8443451,1.833350301,530,14
137,11.70452309,157.5185852,1.36468637,346.8239746,185.3743286,1.834055543,530,13
138,11.45915985,145.4741516,1.365079045,364.9613037,187.1409607,1.83626914,538,13
139,11.24127579,146.117981,1.361859798,366.4923706,185.4332275,1.83636713,537,17
140,11.54945374,143.8096008,1.363233805,344.2329407,183.332901,1.838051796,538,20
141,12.07551384,157.7776947,1.364784598,343.9188843,185.2761841,1.838071465,543,18
142,12.7723484,150.7033539,1.364372373,333.9472656,186.0024719,1.839814901,541,17
143,12.77431107,155.453598,1.360898018,345.4499512,182.5869904,1.842479229,544,15
144,12.65064812,152.5484924,1.360976458,349.9842834,184.9424896,1.840030432,547,14
145,12.43472672,153.4043121,1.363508701,354.0867615,184.648056,1.84242034,545,11
146,12.6781292,141.9409027,1.365412712,362.8217468,185.2369232,1.843106031,546,11
147,12.52894783,150.475647,1.367277503,353.576416,186.7287445,1.843419552,545,10
148,12.65457344,154.7783508,1.366551161,353.5960388,187.7494659,1.842498779,555,8
149,12.07551384,149.8867798,1.364568591,354.6560059,186.2772675,1.845300078,547,11
150,12.04018211,150.1615906,1.360171676,324.1326904,186.5128174,1.846181631,551,16
151,11.52000999,145.0265961,1.353792191,320.9135132,182.8029175,1.845927,551,20
152,11.30408859,138.9651184,1.351711512,313.0815125,185.1780396,1.845789909,555,22
153,11.12153816,155.6577454,1.353674412,304.3858032,184.7265778,1.844359875,555,22
154,11.18042564,149.9181824,1.35180974,313.788147,186.1398621,1.846377611,555,22
155,11.40027237,149.4235229,1.350278616,308.5864258,186.1595001,1.846318722,557,21
156,11.9773674,155.0453186,1.348826051,310.1763916,186.4735718,1.846788883,560,18
157,11.82622337,143.7467804,1.353046298,323.9167786,184.6087952,1.846181631,558,15
158,11.70452309,152.917511,1.35579443,332.4947205,186.2380219,1.846828103,564,11
159,11.27857018,149.7925568,1.359386563,335.9887085,183.2151337,1.846651793,564,9
160,11.82426071,151.0488281,1.358346224,327.5089111,184.7265778,1.847905636,565,8
161,11.91847992,152.3600464,1.353654861,317.3410339,185.1780396,1.848649979,555,8
162,11.79285431,151.7868805,1.359838009,322.3857117,184.8247223,1.846495152,558,11
163,11.3669014,150.3107605,1.351731181,320.4816895,183.4703064,1.846357942,559,12
164,11.06461334,151.001709,1.353321195,321.9931335,184.4125061,1.847533345,557,12
165,11.1195755,152.7447815,1.352241516,316.2025452,185.8650665,1.845633149,556,12
166,10.78587914,145.16008,1.355362535,318.6169128,185.1780396,1.84588778,555,10
167,11.33353233,150.0987701,1.35673666,326.4882202,183.0384674,1.846436262,556,9
168,11.61030388,151.8418427,1.358385444,318.4402466,183.4506836,1.843478203,554,8
169,11.97540474,144.0608521,1.358071446,321.5024109,184.0788116,1.844007254,552,8
170,11.42971611,150.467804,1.355872869,326.0759888,184.2947235,1.84614253,556,9
171,11.02928162,150.145874,1.354047418,311.0989685,185.0995178,1.844927907,563,9
172,10.51499748,141.9252014,1.352437854,315.9080811,181.9392395,1.844947457,554,9
173,10.56995964,153.9853363,1.35381186,316.6343689,187.4746552,1.844712377,560,10
174,10.54444122,152.8154449,1.353694081,317.2625122,185.1780396,1.843595743,561,12
175,10.88010025,151.5434723,1.357246995,329.1773987,185.4135895,1.844536066,552,14
176,10.72895432,147.798233,1.352594852,325.5852661,183.0973511,1.84265542,550,17
177,11.06461334,145.254303,1.355264425,329.1773987,186.5913391,1.840853214,552,17
178,10.9664669,145.0108948,1.354695201,342.0933838,188.6327667,1.840911984,545,18
179,10.84672928,145.9059906,1.358522892,334.4379883,181.0559235,1.839912891,549,20
180,10.57584763,145.9687958,1.358306885,315.7903137,182.901062,1.840324283,546,21
181,10.69558525,156.1916504,1.354086637,316.5362244,186.7876282,1.840030432,542,23
182,10.97039413,148.7718353,1.355421424,308.9593811,182.5477295,1.840343833,542,24
183,11.03320694,156.309433,1.352555633,308.6649475,181.2522125,1.840363503,550,24
184,10.9723568,150.7268982,1.352261186,300.4796143,185.2369232,1.841636777,549,23
185,11.09601974,144.1000977,1.351770401,305.6813354,185.0210114,1.841009974,544,22
186,10.93702316,149.7532959,1.351220846,318.9898682,185.5509949,1.840285063,548,20
187,10.69362259,147.8217926,1.355323315,327.9211426,183.6077118,1.841264606,550,16
188,10.66810417,148.0494843,1.358876228,331.7880859,182.1158905,1.839912891,546,12
189,10.53855324,144.2335815,1.359033227,330.8066101,185.3743286,1.841578007,547,10
190,10.7878418,150.1929932,1.360132456,337.6964417,184.7265778,1.841695547,548,10
191,10.84476662,154.8647308,1.35773766,334.8305969,182.5281067,1.841068745,544,9
192,11.18631363,156.7569733,1.355931759,327.0770874,184.6087952,1.841773987,542,8
193,10.8192482,149.6590729,1.358424664,327.2733765,186.1595001,1.841832638,545,9
194,10.81728554,161.4601135,1.357835889,313.5918579,186.7680054,1.84251833,543,9
195,10.63080978,156.9689636,1.355951428,314.0629578,185.8258057,1.841793537,549,10
196,10.72895432,154.4878387,1.351456404,308.6256714,188.3579559,1.841715097,544,11
197,10.63080978,154.1659241,1.35283041,322.0127563,181.4092407,1.840990305,551,11
198,10.53855324,157.7541351,1.359327674,336.6560974,184.1376953,1.841225386,546,9
199,10.69754791,151.9753113,1.356363654,325.9778442,185.3547058,1.840089202,543,7
200,10.63473511,155.9561005,1.358895779,316.9091797,187.8868561,1.840285063,544,5
201,11.14901924,156.7883759,1.354322195,318.7150574,186.8072662,1.841538906,545,6
202,11.42971611,148.0966034,1.358679891,315.9866333,183.6077118,1.841793537,543,7
203,11.92044449,161.1774597,1.353203416,311.9822693,182.0962677,1.841029525,544,8
204,11.64367294,147.6804657,1.356854439,313.0029907,183.1366119,1.841323376,546,9
205,11.42578888,149.8789215,1.354125977,309.8623047,185.1976776,1.841871858,544,11
206,10.85065651,147.2407684,1.3548522,323.2886353,185.1976776,1.841382146,544,10
207,10.66025352,159.3166199,1.359857678,335.4194641,186.6306,1.838345766,547,11
208,10.69754791,159.9761505,1.361918688,333.6724548,185.9828339,1.838619947,541,13
209,10.96842957,150.3735809,1.35675621,332.0039978,186.9054108,1.837366223,542,16
210,11.14901924,153.7262421,1.363076806,324.3682556,184.628418,1.836562991,538,19
211,11.06461334,152.8075867,1.360898018,335.890564,183.2936401,1.83632791,533,22
212,11.18042564,146.4555969,1.360014677,319.5002441,184.9817505,1.836621761,534,24
213,11.18238831,159.2302399,1.355971098,314.7303467,184.6676788,1.837385774,537,27
214,11.27268219,159.1124725,1.357992887,312.8067017,185.5902557,1.835720658,531,27
215,10.99983788,157.2987366,1.353792191,303.4239502,185.3350677,1.835720658,533,29
216,11.02928162,155.9168396,1.354400754,303.2276611,181.4681396,1.836543441,538,27
217,11.05872536,142.2785187,1.35383153,309.3127136,183.7254791,1.838600397,534,26
218,11.48663902,154.0559998,1.354891419,307.703125,183.2543793,1.838463306,533,22
219,11.5514164,161.1696014,1.355971098,326.056366,184.628418,1.838502407,537,19
220,11.91847992,152.6427002,1.357953668,334.4576416,183.5095673,1.840147972,541,15
221,11.61226654,158.7748566,1.360583901,341.8774414,182.7832794,1.837777615,542,11
222,11.49252892,153.9774933,1.361074686,344.1936951,184.3143616,1.838561177,542,10
223,11.45719528,157.6285095,1.360642791,335.5961304,186.826889,1.839854121,547,11
224,11.42578888,151.4492493,1.355990648,323.4456787,188.7898102,1.841009974,545,13
225,11.42578888,156.8197937,1.354302645,325.9582214,185.0406342,1.839697361,541,16
226,10.99787331,158.2644958,1.354989648,312.4337463,185.5313721,1.839981437,544,19
227,11.1509819,144.7439423,1.35188818,313.5133362,185.1191559,1.840265512,545,19
228,11.27268219,150.8603821,1.352496743,308.7041931,183.9610291,1.843654633,546,20
229,11.45719528,153.9303741,1.348413825,297.9474487,185.2369232,1.844026804,553,20
230,11.57889748,156.4507599,1.349473834,301.3825378,183.6469727,1.843791723,551,18
231,11.30801392,153.8518677,1.354930758,317.0269775,182.272934,1.843713284,550,16
232,11.30605125,159.3872833,1.353988528,313.1207581,185.511734,1.845691919,550,12
233,10.81728554,146.2671661,1.357129216,313.2189026,186.7680054,1.845104218,551,9
234,10.51499748,152.5013733,1.35385108,315.4762573,185.6295166,1.845456839,551,7
235,10.38936996,157.9975433,1.355931759,310.6474915,182.7832794,1.84598577,557,7
236,10.29711342,153.9068298,1.355499983,303.4436035,185.1976776,1.847043633,561,8
237,10.6033287,155.0453186,1.353380084,310.8437805,188.4953613,1.846612692,554,10
238,10.05371284,149.619812,1.353419304,296.4556274,180.2118683,1.847474575,557,10
239,10.60529137,152.579895,1.352594852,310.5689697,182.8618011,1.845966101,553,9
240,10.41881371,151.2294159,1.358365774,311.3148804,184.9424896,1.846201181,558,7
241,10.69951057,160.329483,1.357600331,318.2047119,184.628418,1.847259045,557,6
242,10.2401886,158.1231689,1.357462883,308.8612366,187.7887115,1.847298265,558,8
243,10.63866043,148.0023804,1.355971098,313.532959,182.7832794,1.844634056,547,9
244,10.66221619,150.5227661,1.358032107,324.7019653,188.2009277,1.84598577,547,10
245,10.41685104,156.0895844,1.362056136,338.677887,185.9828339,1.845045447,547,8
246,10.26570702,157.6128082,1.366237164,346.8043518,185.3350677,1.843576193,551,7
247,10.54247856,158.1624146,1.363567591,341.8774414,183.8628845,1.843066931,551,7
248,10.88206291,148.6697693,1.366492271,337.2253418,183.1366119,1.844790816,552,7
249,10.66221619,161.719223,1.357894778,316.673645,184.883606,1.845476389,550,8
250,10.53855324,153.4906921,1.365079045,329.3540649,182.1551514,1.846553802,554,10
251,10.57388496,165.8491974,1.36066246,328.4511108,185.4724731,1.847357035,557,11
252,11.02928162,161.7820282,1.361506462,334.2416992,187.3176117,1.84614253,556,12
253,11.42775154,160.1488953,1.366217494,336.6364746,187.9064941,1.845476389,549,14
254,11.5514164,162.7085266,1.365393043,342.0541077,185.2958221,1.844829917,549,12
255,11.42578888,159.7013397,1.361859798,336.2831421,187.0035553,1.843125582,548,8
256,11.18238831,163.0461578,1.365196824,339.4434204,185.7276611,1.846984863,550,7
257,11.48860359,152.7840424,1.363724589,351.142395,186.8661499,1.84573102,554,8
258,11.58086014,163.1403656,1.3675915,334.2809753,185.9632111,1.847592115,554,9
259,11.48860359,154.0402985,1.364058256,339.9145203,186.9054108,1.848493338,559,9
260,11.0037632,158.1388702,1.364588261,348.4924622,183.4310455,1.849668622,560,11
261,10.78980446,156.647049,1.368101835,343.133728,179.5444794,1.847474575,564,11
262,11.37082863,163.6114655,1.369672179,353.1053162,183.5291901,1.847964287,560,14
263,11.24323845,153.7340851,1.366590381,355.755249,185.1387787,1.84904182,560,17
264,11.76733589,155.6577454,1.365079045,353.3408508,181.5662842,1.851118326,555,18
265,11.39634514,160.5022125,1.365510821,345.6069946,189.7319946,1.849316001,562,20
266,11.97933197,159.7484589,1.366590381,350.8283386,184.0395508,1.850178003,564,22
267,11.80070686,164.0197601,1.363116026,342.87854,184.9621277,1.850236773,562,23
268,11.45915985,164.5850677,1.361918688,343.4281616,187.1802063,1.850197554,568,23
269,11.36493874,161.3973083,1.364529371,336.4009094,187.062439,1.852176189,567,24
270,10.78980446,160.7299194,1.363547921,327.2341003,183.5488281,1.853547454,565,20
271,10.91150665,159.1752777,1.359366894,330.5710754,184.8247223,1.854429007,570,20
272,11.06068802,160.0075531,1.360211015,317.537323,185.3939667,1.85566318,573,21
273,11.70452309,159.6228333,1.359916568,324.7412109,185.8846893,1.855780721,577,21
274,12.0990696,160.9654541,1.359936118,331.27771,184.019928,1.856760263,575,22
275,11.88707352,156.8825989,1.358974338,323.1512451,184.2751007,1.857210755,580,23
276,11.70256042,156.5528259,1.3548522,322.7979126,185.5706177,1.859385252,584,23
277,11.54945374,152.1166382,1.354577422,321.031311,185.5313721,1.860188484,586,26
